mix_path,first_speaker_path,second_speaker_path,duration
train\6f920a9e313c47029b7f23bed4df1a9e\mix_audio.wav,train\6f920a9e313c47029b7f23bed4df1a9e\first_speaker.wav,train\6f920a9e313c47029b7f23bed4df1a9e\second_speaker.wav,17.0
train\5c6899e76c68460cb2cb0e7a817d463c\mix_audio.wav,train\5c6899e76c68460cb2cb0e7a817d463c\first_speaker.wav,train\5c6899e76c68460cb2cb0e7a817d463c\second_speaker.wav,20.0
train\f28264ca869f46ccbf0321dbe2378d86\mix_audio.wav,train\f28264ca869f46ccbf0321dbe2378d86\first_speaker.wav,train\f28264ca869f46ccbf0321dbe2378d86\second_speaker.wav,15.0
train\14ddef721cd74459830ace2207e0a9bd\mix_audio.wav,train\14ddef721cd74459830ace2207e0a9bd\first_speaker.wav,train\14ddef721cd74459830ace2207e0a9bd\second_speaker.wav,20.0
train\e48c436835e847728386c657d1a2eabc\mix_audio.wav,train\e48c436835e847728386c657d1a2eabc\first_speaker.wav,train\e48c436835e847728386c657d1a2eabc\second_speaker.wav,20.0
train\22df10f2877d46b19025c93f43bc49cf\mix_audio.wav,train\22df10f2877d46b19025c93f43bc49cf\first_speaker.wav,train\22df10f2877d46b19025c93f43bc49cf\second_speaker.wav,15.0
train\224ed71febb84e4d85857ee12504ee18\mix_audio.wav,train\224ed71febb84e4d85857ee12504ee18\first_speaker.wav,train\224ed71febb84e4d85857ee12504ee18\second_speaker.wav,20.0
train\a7ba2fefc07d4312af389547d273ab85\mix_audio.wav,train\a7ba2fefc07d4312af389547d273ab85\first_speaker.wav,train\a7ba2fefc07d4312af389547d273ab85\second_speaker.wav,15.0
train\59c6d03d6ec14ddb8e1b8449499b811a\mix_audio.wav,train\59c6d03d6ec14ddb8e1b8449499b811a\first_speaker.wav,train\59c6d03d6ec14ddb8e1b8449499b811a\second_speaker.wav,19.0
train\ccb7282fbecc4a5b8a3dc69f549556c3\mix_audio.wav,train\ccb7282fbecc4a5b8a3dc69f549556c3\first_speaker.wav,train\ccb7282fbecc4a5b8a3dc69f549556c3\second_speaker.wav,17.0
train\4671651154a7496eb6f7147f7eac7f7f\mix_audio.wav,train\4671651154a7496eb6f7147f7eac7f7f\first_speaker.wav,train\4671651154a7496eb6f7147f7eac7f7f\second_speaker.wav,20.0
train\dae2d36f94614793a0aed369c9202a48\mix_audio.wav,train\dae2d36f94614793a0aed369c9202a48\first_speaker.wav,train\dae2d36f94614793a0aed369c9202a48\second_speaker.wav,20.0
train\d406e13e00094db9b03417d873d25b60\mix_audio.wav,train\d406e13e00094db9b03417d873d25b60\first_speaker.wav,train\d406e13e00094db9b03417d873d25b60\second_speaker.wav,16.0
train\01aa445844d44575abe0d6e0d11b3bb7\mix_audio.wav,train\01aa445844d44575abe0d6e0d11b3bb7\first_speaker.wav,train\01aa445844d44575abe0d6e0d11b3bb7\second_speaker.wav,19.0
train\7517fed0bf58440ea4fd5857e2ada9dd\mix_audio.wav,train\7517fed0bf58440ea4fd5857e2ada9dd\first_speaker.wav,train\7517fed0bf58440ea4fd5857e2ada9dd\second_speaker.wav,18.0
train\e24ad3da3dfd42d1acaf222c25cac620\mix_audio.wav,train\e24ad3da3dfd42d1acaf222c25cac620\first_speaker.wav,train\e24ad3da3dfd42d1acaf222c25cac620\second_speaker.wav,15.0
train\d44b18490ddc463cb02dd071869c99c0\mix_audio.wav,train\d44b18490ddc463cb02dd071869c99c0\first_speaker.wav,train\d44b18490ddc463cb02dd071869c99c0\second_speaker.wav,16.0
train\08fb3a77cd5149f9b9a43a4cb5743cf3\mix_audio.wav,train\08fb3a77cd5149f9b9a43a4cb5743cf3\first_speaker.wav,train\08fb3a77cd5149f9b9a43a4cb5743cf3\second_speaker.wav,20.0
train\8295c3a8e76240309a7da64485f0f7ff\mix_audio.wav,train\8295c3a8e76240309a7da64485f0f7ff\first_speaker.wav,train\8295c3a8e76240309a7da64485f0f7ff\second_speaker.wav,19.0
train\328b3db0582c45a19c0685e945aa37a0\mix_audio.wav,train\328b3db0582c45a19c0685e945aa37a0\first_speaker.wav,train\328b3db0582c45a19c0685e945aa37a0\second_speaker.wav,19.0
train\6a909a394b734b0192c53320b76ea3a8\mix_audio.wav,train\6a909a394b734b0192c53320b76ea3a8\first_speaker.wav,train\6a909a394b734b0192c53320b76ea3a8\second_speaker.wav,15.0
train\f3ac8c639cdd49deb4089bf090a8eb1b\mix_audio.wav,train\f3ac8c639cdd49deb4089bf090a8eb1b\first_speaker.wav,train\f3ac8c639cdd49deb4089bf090a8eb1b\second_speaker.wav,17.0
train\293939851d724107b40891bc3c21125f\mix_audio.wav,train\293939851d724107b40891bc3c21125f\first_speaker.wav,train\293939851d724107b40891bc3c21125f\second_speaker.wav,16.0
train\1365342645d840c0be52398edfa8aeac\mix_audio.wav,train\1365342645d840c0be52398edfa8aeac\first_speaker.wav,train\1365342645d840c0be52398edfa8aeac\second_speaker.wav,15.0
train\c1934203ad154997ba192384c115b9d4\mix_audio.wav,train\c1934203ad154997ba192384c115b9d4\first_speaker.wav,train\c1934203ad154997ba192384c115b9d4\second_speaker.wav,18.0
train\e9581e3d2bf4449c8be73bfc1a7fc0fb\mix_audio.wav,train\e9581e3d2bf4449c8be73bfc1a7fc0fb\first_speaker.wav,train\e9581e3d2bf4449c8be73bfc1a7fc0fb\second_speaker.wav,19.0
train\f200c5f50a2b425e926ebbd0c804cacf\mix_audio.wav,train\f200c5f50a2b425e926ebbd0c804cacf\first_speaker.wav,train\f200c5f50a2b425e926ebbd0c804cacf\second_speaker.wav,15.0
train\9405ce4ee2cd439ca6cee9a9b79d9926\mix_audio.wav,train\9405ce4ee2cd439ca6cee9a9b79d9926\first_speaker.wav,train\9405ce4ee2cd439ca6cee9a9b79d9926\second_speaker.wav,18.0
train\d1d7a8ba9d9e4b5fbf264d718ba888be\mix_audio.wav,train\d1d7a8ba9d9e4b5fbf264d718ba888be\first_speaker.wav,train\d1d7a8ba9d9e4b5fbf264d718ba888be\second_speaker.wav,19.0
train\7ce1f9f997874190b2d0cae49e19aa19\mix_audio.wav,train\7ce1f9f997874190b2d0cae49e19aa19\first_speaker.wav,train\7ce1f9f997874190b2d0cae49e19aa19\second_speaker.wav,20.0
train\ec5485eca2fd4c25a167c5170dd07156\mix_audio.wav,train\ec5485eca2fd4c25a167c5170dd07156\first_speaker.wav,train\ec5485eca2fd4c25a167c5170dd07156\second_speaker.wav,17.0
train\51915ad6d96d48e39bb1d473e7106f8f\mix_audio.wav,train\51915ad6d96d48e39bb1d473e7106f8f\first_speaker.wav,train\51915ad6d96d48e39bb1d473e7106f8f\second_speaker.wav,19.0
train\783bd3d8a70e4282819ad6e56b7d68f7\mix_audio.wav,train\783bd3d8a70e4282819ad6e56b7d68f7\first_speaker.wav,train\783bd3d8a70e4282819ad6e56b7d68f7\second_speaker.wav,20.0
train\8b11aa96ca4649e2800624bdf71ef225\mix_audio.wav,train\8b11aa96ca4649e2800624bdf71ef225\first_speaker.wav,train\8b11aa96ca4649e2800624bdf71ef225\second_speaker.wav,17.0
train\c3ffe2a15ca041709ba65ee8340d427e\mix_audio.wav,train\c3ffe2a15ca041709ba65ee8340d427e\first_speaker.wav,train\c3ffe2a15ca041709ba65ee8340d427e\second_speaker.wav,20.0
train\3a86b078fc754acb899b77b9bcd2cb5a\mix_audio.wav,train\3a86b078fc754acb899b77b9bcd2cb5a\first_speaker.wav,train\3a86b078fc754acb899b77b9bcd2cb5a\second_speaker.wav,17.0
train\ce53a4f55f2e48ba839c73cbb7472d18\mix_audio.wav,train\ce53a4f55f2e48ba839c73cbb7472d18\first_speaker.wav,train\ce53a4f55f2e48ba839c73cbb7472d18\second_speaker.wav,19.0
train\28293deacb6f449cbaf3dbc9390d793b\mix_audio.wav,train\28293deacb6f449cbaf3dbc9390d793b\first_speaker.wav,train\28293deacb6f449cbaf3dbc9390d793b\second_speaker.wav,16.0
train\d582e684bf2e4cc3b12f0da138180f8c\mix_audio.wav,train\d582e684bf2e4cc3b12f0da138180f8c\first_speaker.wav,train\d582e684bf2e4cc3b12f0da138180f8c\second_speaker.wav,20.0
train\f66a5608c72f405aa1e6f2e2809586bf\mix_audio.wav,train\f66a5608c72f405aa1e6f2e2809586bf\first_speaker.wav,train\f66a5608c72f405aa1e6f2e2809586bf\second_speaker.wav,15.0
train\22045b8d77184bb4b95c7740954ba9c0\mix_audio.wav,train\22045b8d77184bb4b95c7740954ba9c0\first_speaker.wav,train\22045b8d77184bb4b95c7740954ba9c0\second_speaker.wav,19.0
train\fea9c46201a744e496bc1f37baf2b321\mix_audio.wav,train\fea9c46201a744e496bc1f37baf2b321\first_speaker.wav,train\fea9c46201a744e496bc1f37baf2b321\second_speaker.wav,15.0
train\dd261ea64368421e8fc9c2e085f01087\mix_audio.wav,train\dd261ea64368421e8fc9c2e085f01087\first_speaker.wav,train\dd261ea64368421e8fc9c2e085f01087\second_speaker.wav,19.0
train\33439c52c1cb492eb3db3cf3f0cd8faf\mix_audio.wav,train\33439c52c1cb492eb3db3cf3f0cd8faf\first_speaker.wav,train\33439c52c1cb492eb3db3cf3f0cd8faf\second_speaker.wav,20.0
train\2405125bdaf742e893ec3e0d6776ada1\mix_audio.wav,train\2405125bdaf742e893ec3e0d6776ada1\first_speaker.wav,train\2405125bdaf742e893ec3e0d6776ada1\second_speaker.wav,15.0
train\c79195d166fe45b49dc3d2ac08330e48\mix_audio.wav,train\c79195d166fe45b49dc3d2ac08330e48\first_speaker.wav,train\c79195d166fe45b49dc3d2ac08330e48\second_speaker.wav,19.0
train\fcaa5c32426941a1ac7c661b455895c7\mix_audio.wav,train\fcaa5c32426941a1ac7c661b455895c7\first_speaker.wav,train\fcaa5c32426941a1ac7c661b455895c7\second_speaker.wav,15.0
train\efe6db305c9345afa42974def2558ad2\mix_audio.wav,train\efe6db305c9345afa42974def2558ad2\first_speaker.wav,train\efe6db305c9345afa42974def2558ad2\second_speaker.wav,16.0
train\53d93cf23cab487dbc403cc0b57bc9d9\mix_audio.wav,train\53d93cf23cab487dbc403cc0b57bc9d9\first_speaker.wav,train\53d93cf23cab487dbc403cc0b57bc9d9\second_speaker.wav,16.0
train\97dcdafa8d9044b3982eb9bc32be7b6c\mix_audio.wav,train\97dcdafa8d9044b3982eb9bc32be7b6c\first_speaker.wav,train\97dcdafa8d9044b3982eb9bc32be7b6c\second_speaker.wav,15.0
train\a1ce9b0d504944218f653231449a5558\mix_audio.wav,train\a1ce9b0d504944218f653231449a5558\first_speaker.wav,train\a1ce9b0d504944218f653231449a5558\second_speaker.wav,17.0
train\30df0b24952d4a9ba57f1e15b605035a\mix_audio.wav,train\30df0b24952d4a9ba57f1e15b605035a\first_speaker.wav,train\30df0b24952d4a9ba57f1e15b605035a\second_speaker.wav,20.0
train\719ee14b35164bddb7058ec653680c3f\mix_audio.wav,train\719ee14b35164bddb7058ec653680c3f\first_speaker.wav,train\719ee14b35164bddb7058ec653680c3f\second_speaker.wav,15.0
train\b9f446ef8228449a955b3a03b44b6ef5\mix_audio.wav,train\b9f446ef8228449a955b3a03b44b6ef5\first_speaker.wav,train\b9f446ef8228449a955b3a03b44b6ef5\second_speaker.wav,18.0
train\2f63406428024821a6e1b5be1b90533e\mix_audio.wav,train\2f63406428024821a6e1b5be1b90533e\first_speaker.wav,train\2f63406428024821a6e1b5be1b90533e\second_speaker.wav,17.0
train\e72c2d6032f241328cb82aaa755db130\mix_audio.wav,train\e72c2d6032f241328cb82aaa755db130\first_speaker.wav,train\e72c2d6032f241328cb82aaa755db130\second_speaker.wav,15.0
train\a59c03ce95b14441954f65ade84b538c\mix_audio.wav,train\a59c03ce95b14441954f65ade84b538c\first_speaker.wav,train\a59c03ce95b14441954f65ade84b538c\second_speaker.wav,16.0
train\9b02a01426434d07811958bfac77ff99\mix_audio.wav,train\9b02a01426434d07811958bfac77ff99\first_speaker.wav,train\9b02a01426434d07811958bfac77ff99\second_speaker.wav,17.0
train\20a678387a1045518f377bd384d9e0c9\mix_audio.wav,train\20a678387a1045518f377bd384d9e0c9\first_speaker.wav,train\20a678387a1045518f377bd384d9e0c9\second_speaker.wav,20.0
train\4b3376b2a5c741159aa6d7bf53ae1631\mix_audio.wav,train\4b3376b2a5c741159aa6d7bf53ae1631\first_speaker.wav,train\4b3376b2a5c741159aa6d7bf53ae1631\second_speaker.wav,18.0
train\2ddec36cc9bb4299bf96ec9f2433dcb2\mix_audio.wav,train\2ddec36cc9bb4299bf96ec9f2433dcb2\first_speaker.wav,train\2ddec36cc9bb4299bf96ec9f2433dcb2\second_speaker.wav,17.0
train\eae46c9b9fae4944a4a442463fdb0230\mix_audio.wav,train\eae46c9b9fae4944a4a442463fdb0230\first_speaker.wav,train\eae46c9b9fae4944a4a442463fdb0230\second_speaker.wav,15.0
train\2fee7d5ed5c14d33be67628c8f0e3de2\mix_audio.wav,train\2fee7d5ed5c14d33be67628c8f0e3de2\first_speaker.wav,train\2fee7d5ed5c14d33be67628c8f0e3de2\second_speaker.wav,20.0
train\c4446db74d9c4737bc9057801bcf6a5c\mix_audio.wav,train\c4446db74d9c4737bc9057801bcf6a5c\first_speaker.wav,train\c4446db74d9c4737bc9057801bcf6a5c\second_speaker.wav,20.0
train\f44260ad5a124547babfb434df69c129\mix_audio.wav,train\f44260ad5a124547babfb434df69c129\first_speaker.wav,train\f44260ad5a124547babfb434df69c129\second_speaker.wav,18.0
train\72a340d57f3b471f9e8a509bae71eb1d\mix_audio.wav,train\72a340d57f3b471f9e8a509bae71eb1d\first_speaker.wav,train\72a340d57f3b471f9e8a509bae71eb1d\second_speaker.wav,17.0
train\90eefc862d1d4d21802505b718d8f50e\mix_audio.wav,train\90eefc862d1d4d21802505b718d8f50e\first_speaker.wav,train\90eefc862d1d4d21802505b718d8f50e\second_speaker.wav,20.0
train\63d6efc49689492cb595e0c388fe8f14\mix_audio.wav,train\63d6efc49689492cb595e0c388fe8f14\first_speaker.wav,train\63d6efc49689492cb595e0c388fe8f14\second_speaker.wav,17.0
train\023f9290b7074f45b3c214e793a0d877\mix_audio.wav,train\023f9290b7074f45b3c214e793a0d877\first_speaker.wav,train\023f9290b7074f45b3c214e793a0d877\second_speaker.wav,19.0
train\e0f0427286d048db8f5baefd76cf0fda\mix_audio.wav,train\e0f0427286d048db8f5baefd76cf0fda\first_speaker.wav,train\e0f0427286d048db8f5baefd76cf0fda\second_speaker.wav,19.0
train\eb2d645b441d4985ad69784588044f8a\mix_audio.wav,train\eb2d645b441d4985ad69784588044f8a\first_speaker.wav,train\eb2d645b441d4985ad69784588044f8a\second_speaker.wav,16.0
train\2fe46bf118f94ca4a771ec3d27f938db\mix_audio.wav,train\2fe46bf118f94ca4a771ec3d27f938db\first_speaker.wav,train\2fe46bf118f94ca4a771ec3d27f938db\second_speaker.wav,18.0
train\b13a86d5337c4bdaacff358e7e375ae4\mix_audio.wav,train\b13a86d5337c4bdaacff358e7e375ae4\first_speaker.wav,train\b13a86d5337c4bdaacff358e7e375ae4\second_speaker.wav,16.0
train\3cc03f8cf34d496db3ff11af1b18dc9d\mix_audio.wav,train\3cc03f8cf34d496db3ff11af1b18dc9d\first_speaker.wav,train\3cc03f8cf34d496db3ff11af1b18dc9d\second_speaker.wav,19.0
train\43163ef9c772471099efb9f4eaea0c57\mix_audio.wav,train\43163ef9c772471099efb9f4eaea0c57\first_speaker.wav,train\43163ef9c772471099efb9f4eaea0c57\second_speaker.wav,17.0
train\1993e1fb90f6484cb438b0447c0031cc\mix_audio.wav,train\1993e1fb90f6484cb438b0447c0031cc\first_speaker.wav,train\1993e1fb90f6484cb438b0447c0031cc\second_speaker.wav,15.0
train\7ca895a87eba478e93ba1579d4045ebc\mix_audio.wav,train\7ca895a87eba478e93ba1579d4045ebc\first_speaker.wav,train\7ca895a87eba478e93ba1579d4045ebc\second_speaker.wav,15.0
train\1ef945a722f947e6a77528382edffe51\mix_audio.wav,train\1ef945a722f947e6a77528382edffe51\first_speaker.wav,train\1ef945a722f947e6a77528382edffe51\second_speaker.wav,18.0
train\f27df06e2a204dac9edc287f7c53ca46\mix_audio.wav,train\f27df06e2a204dac9edc287f7c53ca46\first_speaker.wav,train\f27df06e2a204dac9edc287f7c53ca46\second_speaker.wav,15.0
train\8c02a3ee7ccd4bcfb3ba77fc528ec39c\mix_audio.wav,train\8c02a3ee7ccd4bcfb3ba77fc528ec39c\first_speaker.wav,train\8c02a3ee7ccd4bcfb3ba77fc528ec39c\second_speaker.wav,19.0
train\d74628d01cbd4209a01f6189e630160d\mix_audio.wav,train\d74628d01cbd4209a01f6189e630160d\first_speaker.wav,train\d74628d01cbd4209a01f6189e630160d\second_speaker.wav,19.0
train\31341689cfc94e4595449a3621d9bf2c\mix_audio.wav,train\31341689cfc94e4595449a3621d9bf2c\first_speaker.wav,train\31341689cfc94e4595449a3621d9bf2c\second_speaker.wav,18.0
train\a69b28678d674ea6a08573160f29d5ac\mix_audio.wav,train\a69b28678d674ea6a08573160f29d5ac\first_speaker.wav,train\a69b28678d674ea6a08573160f29d5ac\second_speaker.wav,20.0
train\6f86381ac6d54bcc990d08745aff97b2\mix_audio.wav,train\6f86381ac6d54bcc990d08745aff97b2\first_speaker.wav,train\6f86381ac6d54bcc990d08745aff97b2\second_speaker.wav,16.0
train\96aec2e4955442f7a87dd38cde6aa4ba\mix_audio.wav,train\96aec2e4955442f7a87dd38cde6aa4ba\first_speaker.wav,train\96aec2e4955442f7a87dd38cde6aa4ba\second_speaker.wav,15.0
train\aea5ab85a04b4512908a30ae70ae0031\mix_audio.wav,train\aea5ab85a04b4512908a30ae70ae0031\first_speaker.wav,train\aea5ab85a04b4512908a30ae70ae0031\second_speaker.wav,18.0
train\cff1cd18cd0346e3b65938faca2aa247\mix_audio.wav,train\cff1cd18cd0346e3b65938faca2aa247\first_speaker.wav,train\cff1cd18cd0346e3b65938faca2aa247\second_speaker.wav,18.0
train\18142e52b95d4f40b43b01b31e908daa\mix_audio.wav,train\18142e52b95d4f40b43b01b31e908daa\first_speaker.wav,train\18142e52b95d4f40b43b01b31e908daa\second_speaker.wav,20.0
train\86a56908c28a4dd39b244a145ec7e2d9\mix_audio.wav,train\86a56908c28a4dd39b244a145ec7e2d9\first_speaker.wav,train\86a56908c28a4dd39b244a145ec7e2d9\second_speaker.wav,19.0
train\5298a60722b64d0c8ca229dd5c4227fe\mix_audio.wav,train\5298a60722b64d0c8ca229dd5c4227fe\first_speaker.wav,train\5298a60722b64d0c8ca229dd5c4227fe\second_speaker.wav,20.0
train\bfd4e0a82d8f471eb37cbedbf5a9fba8\mix_audio.wav,train\bfd4e0a82d8f471eb37cbedbf5a9fba8\first_speaker.wav,train\bfd4e0a82d8f471eb37cbedbf5a9fba8\second_speaker.wav,19.0
train\cd25cfee94b04c1c98cb5a4c5eff7561\mix_audio.wav,train\cd25cfee94b04c1c98cb5a4c5eff7561\first_speaker.wav,train\cd25cfee94b04c1c98cb5a4c5eff7561\second_speaker.wav,20.0
train\b4c9b3e46fad4c3bbbf2b20e98cff906\mix_audio.wav,train\b4c9b3e46fad4c3bbbf2b20e98cff906\first_speaker.wav,train\b4c9b3e46fad4c3bbbf2b20e98cff906\second_speaker.wav,20.0
train\9fa037fdd05348cba8bd4dfa48f53796\mix_audio.wav,train\9fa037fdd05348cba8bd4dfa48f53796\first_speaker.wav,train\9fa037fdd05348cba8bd4dfa48f53796\second_speaker.wav,17.0
train\48144289efc24c2ab377360e4b491df5\mix_audio.wav,train\48144289efc24c2ab377360e4b491df5\first_speaker.wav,train\48144289efc24c2ab377360e4b491df5\second_speaker.wav,17.0
train\79bed17bc39e4e95a758cb190e3ec0f8\mix_audio.wav,train\79bed17bc39e4e95a758cb190e3ec0f8\first_speaker.wav,train\79bed17bc39e4e95a758cb190e3ec0f8\second_speaker.wav,20.0
train\6ab1a98653bb479db1d2c81f4c45353a\mix_audio.wav,train\6ab1a98653bb479db1d2c81f4c45353a\first_speaker.wav,train\6ab1a98653bb479db1d2c81f4c45353a\second_speaker.wav,19.0
train\70c086c52d51468b90dc7bcebc570430\mix_audio.wav,train\70c086c52d51468b90dc7bcebc570430\first_speaker.wav,train\70c086c52d51468b90dc7bcebc570430\second_speaker.wav,16.0
train\a46af0463af64550ab0bd2555d73356e\mix_audio.wav,train\a46af0463af64550ab0bd2555d73356e\first_speaker.wav,train\a46af0463af64550ab0bd2555d73356e\second_speaker.wav,20.0
train\556e10c190b744fab880e3e1a2b89fac\mix_audio.wav,train\556e10c190b744fab880e3e1a2b89fac\first_speaker.wav,train\556e10c190b744fab880e3e1a2b89fac\second_speaker.wav,19.0
train\bcb9601a4767421eb0c717e6ba2256c0\mix_audio.wav,train\bcb9601a4767421eb0c717e6ba2256c0\first_speaker.wav,train\bcb9601a4767421eb0c717e6ba2256c0\second_speaker.wav,17.0
train\b95c21d3c3ec4b2d8ba5ac7a27c245b3\mix_audio.wav,train\b95c21d3c3ec4b2d8ba5ac7a27c245b3\first_speaker.wav,train\b95c21d3c3ec4b2d8ba5ac7a27c245b3\second_speaker.wav,19.0
train\52e22c1bed6949c09de132c107ac0039\mix_audio.wav,train\52e22c1bed6949c09de132c107ac0039\first_speaker.wav,train\52e22c1bed6949c09de132c107ac0039\second_speaker.wav,20.0
train\e5d3d433a6d945ee9ec0c5465096cce4\mix_audio.wav,train\e5d3d433a6d945ee9ec0c5465096cce4\first_speaker.wav,train\e5d3d433a6d945ee9ec0c5465096cce4\second_speaker.wav,15.0
train\d6999bc5ee6548e59e29c8afc0b5c455\mix_audio.wav,train\d6999bc5ee6548e59e29c8afc0b5c455\first_speaker.wav,train\d6999bc5ee6548e59e29c8afc0b5c455\second_speaker.wav,19.0
train\c965dd20382945b58914866cfd839bed\mix_audio.wav,train\c965dd20382945b58914866cfd839bed\first_speaker.wav,train\c965dd20382945b58914866cfd839bed\second_speaker.wav,19.0
train\f50b5bf2ef3a48998b449d17dbee3ebf\mix_audio.wav,train\f50b5bf2ef3a48998b449d17dbee3ebf\first_speaker.wav,train\f50b5bf2ef3a48998b449d17dbee3ebf\second_speaker.wav,17.0
train\91146d0d47384f3aabb13ca6fd2195dd\mix_audio.wav,train\91146d0d47384f3aabb13ca6fd2195dd\first_speaker.wav,train\91146d0d47384f3aabb13ca6fd2195dd\second_speaker.wav,19.0
train\64e10f2666834ed98226db8158600107\mix_audio.wav,train\64e10f2666834ed98226db8158600107\first_speaker.wav,train\64e10f2666834ed98226db8158600107\second_speaker.wav,19.0
train\d4bf8b3db17a41ae808e784a1828558d\mix_audio.wav,train\d4bf8b3db17a41ae808e784a1828558d\first_speaker.wav,train\d4bf8b3db17a41ae808e784a1828558d\second_speaker.wav,15.0
train\0777ae01b10e438b9ca546542512b668\mix_audio.wav,train\0777ae01b10e438b9ca546542512b668\first_speaker.wav,train\0777ae01b10e438b9ca546542512b668\second_speaker.wav,17.0
train\ca4beed9b1084548a0bfc1b9fc5f7014\mix_audio.wav,train\ca4beed9b1084548a0bfc1b9fc5f7014\first_speaker.wav,train\ca4beed9b1084548a0bfc1b9fc5f7014\second_speaker.wav,18.0
train\60e4c6cdd2ac4858a9a53fcf54afa335\mix_audio.wav,train\60e4c6cdd2ac4858a9a53fcf54afa335\first_speaker.wav,train\60e4c6cdd2ac4858a9a53fcf54afa335\second_speaker.wav,18.0
train\aed9e79ef9d5406ba81c731e3d246780\mix_audio.wav,train\aed9e79ef9d5406ba81c731e3d246780\first_speaker.wav,train\aed9e79ef9d5406ba81c731e3d246780\second_speaker.wav,20.0
train\1fee0f720b4f46f48cbea0d3086d3df5\mix_audio.wav,train\1fee0f720b4f46f48cbea0d3086d3df5\first_speaker.wav,train\1fee0f720b4f46f48cbea0d3086d3df5\second_speaker.wav,15.0
train\d3f0adb252014cd69a0e0aa9ac91e911\mix_audio.wav,train\d3f0adb252014cd69a0e0aa9ac91e911\first_speaker.wav,train\d3f0adb252014cd69a0e0aa9ac91e911\second_speaker.wav,18.0
train\62443f5289014abea651889a7376e14a\mix_audio.wav,train\62443f5289014abea651889a7376e14a\first_speaker.wav,train\62443f5289014abea651889a7376e14a\second_speaker.wav,19.0
train\1024da21e2954ea3beb170f303dfb2a4\mix_audio.wav,train\1024da21e2954ea3beb170f303dfb2a4\first_speaker.wav,train\1024da21e2954ea3beb170f303dfb2a4\second_speaker.wav,18.0
train\754fcce55fd74f56a90c24d8ec1f9d44\mix_audio.wav,train\754fcce55fd74f56a90c24d8ec1f9d44\first_speaker.wav,train\754fcce55fd74f56a90c24d8ec1f9d44\second_speaker.wav,17.0
train\41887576161e4ac69e990b3421677047\mix_audio.wav,train\41887576161e4ac69e990b3421677047\first_speaker.wav,train\41887576161e4ac69e990b3421677047\second_speaker.wav,20.0
train\88f669fd810845d297490cad23a91d66\mix_audio.wav,train\88f669fd810845d297490cad23a91d66\first_speaker.wav,train\88f669fd810845d297490cad23a91d66\second_speaker.wav,20.0
train\16ce4b9860d14c7fbc7533a4ad3b92e7\mix_audio.wav,train\16ce4b9860d14c7fbc7533a4ad3b92e7\first_speaker.wav,train\16ce4b9860d14c7fbc7533a4ad3b92e7\second_speaker.wav,17.0
train\51b7c027e0e942b19126393a08c46b3f\mix_audio.wav,train\51b7c027e0e942b19126393a08c46b3f\first_speaker.wav,train\51b7c027e0e942b19126393a08c46b3f\second_speaker.wav,20.0
train\a99d45f4a70140978777af255392c83a\mix_audio.wav,train\a99d45f4a70140978777af255392c83a\first_speaker.wav,train\a99d45f4a70140978777af255392c83a\second_speaker.wav,16.0
train\1f57071d0ac8478b937d82f688ee01d1\mix_audio.wav,train\1f57071d0ac8478b937d82f688ee01d1\first_speaker.wav,train\1f57071d0ac8478b937d82f688ee01d1\second_speaker.wav,20.0
train\1cf6c030ebfb49858a6677466e1e95bb\mix_audio.wav,train\1cf6c030ebfb49858a6677466e1e95bb\first_speaker.wav,train\1cf6c030ebfb49858a6677466e1e95bb\second_speaker.wav,15.0
